Latitude,Longitude,Company
"29° 08' 53.20"" S","56° 33' 03.70"" W",Mobile-1
"30° 00' 45.36"" S","51° 09' 58.82"" W",Mobile-1
"29° 57' 00.60"" S","51° 06' 00.00"" W",Mobile-1
"27° 55' 22.00"" S","53° 56' 22.00"" W",Mobile-1
"33° 41' 24.50"" S","53° 27' 19.70"" W",Mobile-1
"30° 43' 26.85"" S","52° 00' 31.34"" W",Mobile-1
"29° 08' 00.70"" S","56° 32' 38.10"" W",Mobile-1
"30° 07' 49.62"" S","51° 14' 34.62"" W",Mobile-1
"30° 59' 39.98"" S","52° 03' 02.99"" W",Mobile-1
"28° 17' 25.00"" S","52° 47' 46.00"" W",Mobile-1
"27° 50' 16.98"" S","53° 46' 46.02"" W",Mobile-1
"28° 20' 48.98"" S","51° 52' 03.97"" W",Mobile-1
"30° 02' 19.97"" S","51° 12' 49.00"" W",Mobile-1
"29° 52' 28.10"" S","51° 11' 24.00"" W",Mobile-1
"29° 59' 01.97"" S","51° 11' 28.00"" W",Mobile-1
"29° 10' 06.80"" S","51° 10' 58.00"" W",Mobile-1
"29° 17' 51.00"" S","51° 29' 54.00"" W",Mobile-1
"31° 45' 26.39"" S","52° 30' 13.39"" W",Mobile-1
"31° 42' 40.79"" S","52° 20' 53.38"" W",Mobile-1
"30° 01' 46.69"" S","51° 12' 55.91"" W",Mobile-1
"31° 40' 40.08"" S","54° 04' 32.88"" W",Mobile-1
"30° 01' 05.99"" S","51° 15' 19.98"" W",Mobile-1
"28° 09' 01.98"" S","54° 44' 43.98"" W",Mobile-1
"32° 14' 15.70"" S","53° 04' 46.00"" W",Mobile-1
"29° 03' 00.00"" S","50° 08' 12.00"" W",Mobile-1
"32° 04' 31.98"" S","52° 55' 43.00"" W",Mobile-1
"29° 50' 03.25"" S","51° 08' 23.91"" W",Mobile-1
"30° 02' 45.96"" S","51° 12' 11.12"" W",Mobile-1
"31° 30' 20.90"" S","52° 36' 54.54"" W",Mobile-1
"29° 44' 28.80"" S","51° 09' 41.80"" W",Mobile-1
"30° 50' 27.00"" S","51° 49' 19.00"" W",Mobile-1
"30° 01' 44.90"" S","51° 11' 27.49"" W",Mobile-1
"27° 40' 39.00"" S","53° 48' 06.00"" W",Mobile-1
"32° 02' 22.50"" S","52° 06' 24.09"" W",Mobile-1
"29° 40' 04.00"" S","52° 47' 09.00"" W",Mobile-1
"31° 23' 49.99"" S","52° 41' 17.99"" W",Mobile-1
"31° 04' 17.98"" S","52° 59' 35.99"" W",Mobile-1
"27° 43' 04.00"" S","53° 42' 12.90"" W",Mobile-1
"30° 07' 36.90"" S","51° 21' 08.87"" W",Mobile-1
"28° 24' 44.60"" S","54° 56' 36.70"" W",Mobile-1
"31° 14' 55.00"" S","52° 00' 45.97"" W",Mobile-1
"30° 00' 06.48"" S","51° 08' 07.66"" W",Mobile-1
"30° 12' 58.80"" S","50° 13' 11.35"" W",Mobile-1
"28° 59' 50.30"" S","51° 41' 53.10"" W",Mobile-1
"30° 21' 57.00"" S","53° 39' 55.00"" W",Mobile-1
"29° 26' 07.98"" S","52° 00' 32.98"" W",Mobile-1
"28° 10' 00.98"" S","52° 18' 36.97"" W",Mobile-1
"31° 43' 54.30"" S","52° 38' 27.70"" W",Mobile-1
"29° 54' 20.40"" S","51° 11' 50.90"" W",Mobile-1
"30° 01' 00.00"" S","51° 12' 00.00"" W",Mobile-1
"28° 03' 40.80"" S","53° 03' 58.90"" W",Mobile-1
"29° 46' 38.60"" S","51° 07' 03.20"" W",Mobile-1
"29° 55' 46.00"" S","54° 20' 07.00"" W",Mobile-1
"29° 15' 34.40"" S","51° 59' 27.00"" W",Mobile-1
"30° 49' 29.60"" S","55° 20' 59.50"" W",Mobile-1
"27° 59' 37.00"" S","54° 50' 12.00"" W",Mobile-1
"29° 41' 09.40"" S","49° 58' 38.20"" W",Mobile-1
"30° 05' 34.30"" S","50° 43' 48.60"" W",Mobile-1
"29° 43' 07.00"" S","51° 17' 12.00"" W",Mobile-1
"31° 57' 43.00"" S","52° 45' 25.00"" W",Mobile-1
"30° 30' 56.50"" S","53° 28' 53.70"" W",Mobile-1
"30° 19' 26.00"" S","52° 21' 48.00"" W",Mobile-1
"27° 42' 58.00"" S","52° 37' 02.00"" W",Mobile-1
"29° 50' 18.40"" S","51° 09' 00.70"" W",Mobile-1
"30° 51' 00.00"" S","51° 48' 51.00"" W",Mobile-1
"27° 45' 50.00"" S","51° 40' 21.00"" W",Mobile-1
"29° 52' 22.99"" S","54° 49' 31.03"" W",Mobile-1
"29° 57' 23.00"" S","51° 37' 27.40"" W",Mobile-1
"29° 46' 22.00"" S","50° 26' 49.00"" W",Mobile-1
"29° 40' 20.28"" S","52° 55' 16.07"" W",Mobile-1
"30° 02' 43.04"" S","51° 11' 10.14"" W",Mobile-1
"30° 03' 43.09"" S","51° 10' 31.58"" W",Mobile-1
"29° 59' 08.80"" S","51° 08' 47.38"" W",Mobile-1
"30° 03' 08.39"" S","51° 12' 48.88"" W",Mobile-1
"29° 55' 54.50"" S","51° 00' 06.80"" W",Mobile-1
"30° 00' 54.61"" S","51° 06' 26.35"" W",Mobile-1
"28° 08' 51.00"" S","54° 44' 21.00"" W",Mobile-1
"30° 02' 19.00"" S","52° 53' 23.00"" W",Mobile-1
"28° 52' 35.90"" S","50° 58' 28.83"" W",Mobile-1
"28° 55' 13.40"" S","54° 42' 14.60"" W",Mobile-1
"29° 09' 53.78"" S","51° 10' 48.97"" W",Mobile-1
"30° 01' 48.25"" S","51° 12' 06.84"" W",Mobile-1
"28° 32' 56.00"" S","51° 59' 09.00"" W",Mobile-1
"30° 02' 01.54"" S","51° 13' 20.46"" W",Mobile-1
"27° 29' 41.30"" S","54° 06' 39.00"" W",Mobile-1
"29° 09' 57.00"" S","51° 09' 50.00"" W",Mobile-1
"32° 11' 05.82"" S","52° 09' 26.82"" W",Mobile-1
"31° 45' 38.46"" S","52° 20' 51.63"" W",Mobile-1
"30° 01' 52.00"" S","51° 13' 46.99"" W",Mobile-1
"27° 29' 53.99"" S","54° 06' 00.00"" W",Mobile-1
"29° 28' 53.10"" S","51° 59' 02.20"" W",Mobile-1
"30° 02' 20.69"" S","51° 10' 18.91"" W",Mobile-1
"29° 08' 54.45"" S","51° 11' 23.67"" W",Mobile-1
"30° 00' 25.24"" S","51° 11' 31.31"" W",Mobile-1
"30° 04' 29.80"" S","51° 04' 18.92"" W",Mobile-1
"27° 44' 09.00"" S","52° 59' 34.00"" W",Mobile-1
"28° 15' 03.00"" S","54° 00' 46.00"" W",Mobile-1
"29° 41' 46.10"" S","52° 26' 31.12"" W",Mobile-1
"29° 47' 27.80"" S","51° 08' 56.50"" W",Mobile-1
"29° 37' 09.43"" S","49° 56' 42.01"" W",Mobile-1
"29° 37' 28.40"" S","51° 47' 02.40"" W",Mobile-1
"30° 51' 00.97"" S","51° 48' 11.67"" W",Mobile-1
"29° 59' 34.12"" S","51° 07' 37.85"" W",Mobile-1
"30° 00' 56.95"" S","51° 12' 31.61"" W",Mobile-1
"29° 53' 44.00"" S","50° 15' 19.20"" W",Mobile-1
"30° 08' 41.00"" S","50° 30' 40.00"" W",Mobile-1
"30° 00' 11.38"" S","51° 10' 18.59"" W",Mobile-1
"29° 38' 03.34"" S","50° 52' 49.51"" W",Mobile-1
"28° 12' 27.97"" S","53° 29' 13.99"" W",Mobile-1
"28° 17' 24.00"" S","54° 38' 14.00"" W",Mobile-1
"30° 19' 21.00"" S","56° 03' 46.00"" W",Mobile-1
"27° 16' 31.00"" S","53° 25' 47.00"" W",Mobile-1
"27° 56' 51.00"" S","54° 44' 54.00"" W",Mobile-1
"28° 38' 49.20"" S","53° 36' 17.78"" W",Mobile-1
"29° 22' 13.00"" S","50° 58' 29.00"" W",Mobile-1
"29° 58' 00.00"" S","51° 37' 44.52"" W",Mobile-1
"29° 10' 13.98"" S","51° 08' 55.97"" W",Mobile-1
"29° 30' 59.40"" S","51° 59' 12.48"" W",Mobile-1
"28° 17' 19.00"" S","51° 58' 02.00"" W",Mobile-1
"30° 02' 31.92"" S","51° 08' 45.56"" W",Mobile-1
"30° 00' 21.06"" S","51° 12' 28.12"" W",Mobile-1
"30° 01' 16.97"" S","51° 09' 40.97"" W",Mobile-1
"29° 10' 03.70"" S","51° 10' 46.30"" W",Mobile-1
"33° 30' 55.51"" S","53° 21' 27.29"" W",Mobile-1
"29° 58' 50.50"" S","50° 59' 49.10"" W",Mobile-1
"29° 08' 27.90"" S","56° 32' 41.90"" W",Mobile-1
"29° 54' 57.50"" S","51° 11' 15.30"" W",Mobile-1
"30° 01' 60.00"" S","51° 12' 00.00"" W",Mobile-1
"29° 55' 07.66"" S","51° 10' 13.26"" W",Mobile-1
"27° 15' 52.00"" S","53° 51' 37.00"" W",Mobile-1
"29° 41' 16.98"" S","53° 47' 56.98"" W",Mobile-1
"29° 37' 15.78"" S","53° 21' 08.28"" W",Mobile-1
"29° 09' 25.10"" S","51° 08' 23.40"" W",Mobile-1
"29° 36' 55.61"" S","52° 12' 14.14"" W",Mobile-1
"29° 39' 13.10"" S","51° 06' 22.28"" W",Mobile-1
"29° 42' 27.00"" S","54° 12' 34.70"" W",Mobile-1
"29° 10' 44.98"" S","51° 14' 02.98"" W",Mobile-1
"32° 05' 23.00"" S","52° 06' 21.00"" W",Mobile-1
"29° 55' 37.50"" S","51° 05' 55.30"" W",Mobile-1
"29° 56' 06.22"" S","51° 06' 45.94"" W",Mobile-1
"30° 53' 05.20"" S","55° 32' 41.00"" W",Mobile-1
"31° 44' 28.50"" S","52° 20' 33.40"" W",Mobile-1
"30° 02' 25.62"" S","51° 12' 11.12"" W",Mobile-1
"28° 58' 16.00"" S","51° 49' 48.00"" W",Mobile-1
"27° 30' 17.00"" S","54° 21' 55.00"" W",Mobile-1
"30° 11' 24.30"" S","51° 07' 06.80"" W",Mobile-1
"28° 15' 22.00"" S","55° 00' 46.58"" W",Mobile-1
"30° 41' 35.99"" S","52° 06' 45.97"" W",Mobile-1
"30° 03' 14.00"" S","51° 05' 26.16"" W",Mobile-1
"30° 14' 07.30"" S","50° 13' 42.10"" W",Mobile-1
"30° 01' 40.00"" S","51° 12' 14.00"" W",Mobile-1
"30° 59' 03.98"" S","54° 40' 25.00"" W",Mobile-1
"29° 05' 15.40"" S","51° 59' 24.07"" W",Mobile-1
"29° 11' 30.10"" S","51° 14' 13.80"" W",Mobile-1
"29° 35' 02.58"" S","51° 05' 09.60"" W",Mobile-1
"30° 31' 16.00"" S","53° 29' 33.00"" W",Mobile-1
"29° 44' 18.50"" S","51° 08' 36.30"" W",Mobile-1
"30° 19' 59.99"" S","53° 18' 49.00"" W",Mobile-1
"28° 29' 42.20"" S","50° 54' 37.10"" W",Mobile-1
"30° 01' 46.60"" S","51° 14' 01.60"" W",Mobile-1
"28° 17' 45.30"" S","54° 16' 35.90"" W",Mobile-1
"29° 45' 37.00"" S","50° 01' 10.60"" W",Mobile-1
"29° 42' 58.82"" S","52° 25' 55.19"" W",Mobile-1
"29° 36' 31.40"" S","52° 11' 31.40"" W",Mobile-1
"30° 01' 15.53"" S","51° 07' 52.78"" W",Mobile-1
"30° 00' 56.00"" S","51° 10' 06.00"" W",Mobile-1
"32° 03' 46.75"" S","52° 08' 34.90"" W",Mobile-1
"31° 46' 31.54"" S","52° 20' 39.37"" W",Mobile-1
"29° 09' 33.65"" S","51° 31' 15.61"" W",Mobile-1
"27° 38' 20.92"" S","52° 16' 19.26"" W",Mobile-1
"29° 13' 49.10"" S","51° 20' 40.90"" W",Mobile-1
"29° 15' 12.00"" S","51° 31' 12.00"" W",Mobile-1
"28° 15' 49.08"" S","52° 24' 23.26"" W",Mobile-1
"28° 31' 21.00"" S","50° 55' 24.11"" W",Mobile-1
"29° 29' 52.00"" S","51° 10' 50.00"" W",Mobile-1
"28° 17' 56.60"" S","54° 15' 44.50"" W",Mobile-1
"29° 41' 05.00"" S","53° 48' 30.00"" W",Mobile-1
"29° 46' 21.00"" S","57° 03' 26.00"" W",Mobile-1
"28° 28' 23.99"" S","52° 48' 22.97"" W",Mobile-1
"29° 14' 17.23"" S","51° 52' 16.25"" W",Mobile-1
"29° 09' 45.90"" S","51° 11' 30.44"" W",Mobile-1
"29° 46' 36.40"" S","55° 47' 30.70"" W",Mobile-1
"27° 54' 49.97"" S","52° 15' 45.97"" W",Mobile-1
"29° 50' 39.10"" S","51° 09' 45.10"" W",Mobile-1
"28° 22' 27.00"" S","53° 52' 10.90"" W",Mobile-1
"28° 21' 31.97"" S","54° 16' 03.97"" W",Mobile-1
"29° 50' 00.50"" S","51° 10' 37.30"" W",Mobile-1
"29° 51' 05.53"" S","51° 10' 36.35"" W",Mobile-1
"29° 59' 54.00"" S","51° 18' 37.40"" W",Mobile-1
"29° 19' 10.24"" S","50° 41' 15.03"" W",Mobile-1
"30° 04' 09.50"" S","51° 13' 30.00"" W",Mobile-1
"29° 53' 22.65"" S","51° 04' 15.50"" W",Mobile-1
"30° 06' 39.35"" S","51° 15' 13.50"" W",Mobile-1
"29° 58' 04.44"" S","51° 08' 14.96"" W",Mobile-1
"29° 55' 33.00"" S","50° 15' 45.00"" W",Mobile-1
"29° 37' 07.00"" S","50° 49' 32.00"" W",Mobile-1
"28° 03' 42.80"" S","54° 58' 45.00"" W",Mobile-1
"28° 22' 47.11"" S","53° 22' 45.32"" W",Mobile-1
"31° 48' 19.30"" S","52° 30' 43.78"" W",Mobile-1
"30° 09' 37.79"" S","50° 59' 58.19"" W",Mobile-1
"30° 05' 55.93"" S","51° 15' 11.88"" W",Mobile-1
"30° 04' 23.56"" S","51° 13' 33.53"" W",Mobile-1
"28° 43' 36.98"" S","52° 50' 42.00"" W",Mobile-1
"29° 58' 46.99"" S","51° 07' 43.68"" W",Mobile-1
"27° 21' 50.10"" S","53° 59' 27.50"" W",Mobile-1
"27° 51' 14.29"" S","52° 18' 07.20"" W",Mobile-1
"27° 37' 58.98"" S","52° 16' 21.00"" W",Mobile-1
"27° 37' 49.09"" S","52° 17' 05.86"" W",Mobile-1
"30° 07' 35.10"" S","51° 19' 17.60"" W",Mobile-1
"28° 29' 15.97"" S","52° 33' 43.99"" W",Mobile-1
"29° 41' 31.99"" S","52° 25' 05.99"" W",Mobile-1
"27° 32' 04.99"" S","52° 43' 43.97"" W",Mobile-1
"30° 02' 06.35"" S","50° 59' 41.24"" W",Mobile-1
"29° 15' 04.00"" S","51° 30' 58.97"" W",Mobile-1
"30° 32' 42.00"" S","52° 31' 30.00"" W",Mobile-1
"28° 03' 15.98"" S","51° 11' 42.97"" W",Mobile-1
"29° 39' 22.40"" S","51° 10' 55.00"" W",Mobile-1
"29° 51' 29.99"" S","51° 09' 22.97"" W",Mobile-1
"30° 00' 16.13"" S","51° 09' 39.96"" W",Mobile-1
"27° 54' 49.97"" S","52° 15' 45.97"" W",Mobile-1
"30° 00' 40.97"" S","51° 18' 49.97"" W",Mobile-1
"29° 30' 00.97"" S","51° 58' 00.98"" W",Mobile-1
"29° 36' 03.50"" S","56° 06' 17.00"" W",Mobile-1
"29° 13' 49.98"" S","51° 52' 14.99"" W",Mobile-1
"29° 57' 51.46"" S","50° 07' 08.72"" W",Mobile-1
"29° 39' 01.98"" S","51° 10' 19.99"" W",Mobile-1
"27° 25' 09.46"" S","52° 32' 39.81"" W",Mobile-1
"27° 32' 37.97"" S","53° 29' 39.98"" W",Mobile-1
"29° 51' 22.70"" S","51° 11' 10.90"" W",Mobile-1
"28° 28' 42.10"" S","52° 48' 09.50"" W",Mobile-1
"29° 51' 06.40"" S","51° 10' 51.70"" W",Mobile-1
"30° 32' 16.50"" S","52° 31' 00.50"" W",Mobile-1
"30° 33' 29.90"" S","52° 31' 16.80"" W",Mobile-1
"30° 22' 14.00"" S","50° 17' 07.00"" W",Mobile-1
"31° 40' 32.99"" S","53° 04' 59.99"" W",Mobile-1
"27° 38' 52.80"" S","52° 15' 53.39"" W",Mobile-1
"31° 14' 56.98"" S","52° 47' 44.99"" W",Mobile-1
"29° 01' 58.98"" S","51° 11' 24.97"" W",Mobile-1
"30° 10' 51.30"" S","50° 12' 35.60"" W",Mobile-1
"31° 43' 45.70"" S","52° 23' 00.89"" W",Mobile-1
"28° 58' 21.90"" S","51° 04' 42.45"" W",Mobile-1
"30° 30' 18.40"" S","53° 29' 44.30"" W",Mobile-1
"29° 07' 36.75"" S","56° 33' 22.58"" W",Mobile-1
"29° 50' 41.80"" S","51° 10' 13.10"" W",Mobile-1
"29° 56' 13.45"" S","51° 10' 32.41"" W",Mobile-1
"29° 45' 11.34"" S","51° 05' 51.00"" W",Mobile-1
"30° 02' 49.45"" S","51° 09' 51.95"" W",Mobile-1
"28° 18' 32.29"" S","52° 48' 01.66"" W",Mobile-1
"30° 07' 05.63"" S","51° 13' 26.08"" W",Mobile-1
"31° 45' 32.20"" S","52° 22' 19.30"" W",Mobile-1
"28° 22' 20.09"" S","53° 55' 32.01"" W",Mobile-1
"29° 39' 45.20"" S","51° 27' 08.00"" W",Mobile-1
"28° 51' 00.97"" S","56° 13' 09.98"" W",Mobile-1
"30° 01' 17.29"" S","51° 11' 40.52"" W",Mobile-1
"29° 46' 36.23"" S","51° 09' 16.45"" W",Mobile-1
"30° 47' 10.50"" S","51° 42' 35.39"" W",Mobile-1
"30° 09' 24.84"" S","51° 08' 41.68"" W",Mobile-1
"29° 27' 15.00"" S","51° 18' 19.40"" W",Mobile-1
"29° 59' 13.27"" S","51° 05' 41.21"" W",Mobile-1
"30° 02' 25.00"" S","51° 13' 50.24"" W",Mobile-1
"31° 03' 07.70"" S","52° 36' 31.60"" W",Mobile-1
"29° 42' 31.00"" S","50° 36' 22.97"" W",Mobile-1
"29° 54' 01.50"" S","51° 13' 40.00"" W",Mobile-1
"29° 59' 56.98"" S","53° 29' 57.98"" W",Mobile-1
"28° 18' 23.40"" S","54° 16' 59.70"" W",Mobile-1
"29° 42' 00.58"" S","51° 08' 08.16"" W",Mobile-1
"29° 10' 33.00"" S","51° 10' 52.00"" W",Mobile-1
"29° 48' 31.08"" S","51° 10' 33.09"" W",Mobile-1
"29° 12' 31.00"" S","51° 17' 04.99"" W",Mobile-1
"29° 55' 30.24"" S","50° 06' 22.37"" W",Mobile-1
"29° 13' 30.79"" S","51° 20' 46.18"" W",Mobile-1
"29° 43' 01.10"" S","53° 48' 35.40"" W",Mobile-1
"27° 50' 34.00"" S","54° 28' 37.00"" W",Mobile-1
"29° 01' 52.70"" S","51° 10' 19.40"" W",Mobile-1
"30° 09' 38.66"" S","50° 54' 57.23"" W",Mobile-1
"29° 46' 08.58"" S","57° 05' 36.58"" W",Mobile-1
"29° 59' 13.80"" S","51° 10' 09.70"" W",Mobile-1
"28° 47' 42.07"" S","53° 13' 37.38"" W",Mobile-1
"30° 01' 30.97"" S","51° 09' 40.00"" W",Mobile-1
"29° 08' 48.00"" S","51° 11' 56.00"" W",Mobile-1
"29° 09' 56.99"" S","51° 29' 17.99"" W",Mobile-1
"28° 52' 43.97"" S","51° 41' 51.97"" W",Mobile-1
"29° 54' 55.19"" S","50° 48' 59.47"" W",Mobile-1
"29° 53' 18.60"" S","50° 42' 12.49"" W",Mobile-1
"29° 52' 14.20"" S","50° 31' 05.88"" W",Mobile-1
"29° 53' 28.97"" S","50° 29' 04.99"" W",Mobile-1
"27° 21' 18.40"" S","53° 23' 48.10"" W",Mobile-1
"27° 21' 18.00"" S","53° 23' 49.99"" W",Mobile-1
"29° 34' 11.60"" S","53° 26' 34.20"" W",Mobile-1
"28° 59' 01.00"" S","52° 20' 48.98"" W",Mobile-1
"27° 25' 42.67"" S","52° 40' 09.19"" W",Mobile-1
"30° 01' 12.97"" S","51° 12' 51.98"" W",Mobile-1
"29° 35' 28.40"" S","51° 49' 40.60"" W",Mobile-1
"30° 12' 12.17"" S","51° 06' 51.30"" W",Mobile-1
"31° 45' 58.00"" S","52° 20' 25.01"" W",Mobile-1
"29° 10' 06.00"" S","51° 10' 43.00"" W",Mobile-1
"29° 41' 15.19"" S","53° 49' 21.56"" W",Mobile-1
"28° 22' 49.00"" S","53° 54' 28.00"" W",Mobile-1
"29° 54' 22.00"" S","51° 08' 24.97"" W",Mobile-1
"28° 50' 47.98"" S","51° 55' 19.99"" W",Mobile-1
"29° 46' 13.98"" S","50° 02' 49.99"" W",Mobile-1
"30° 02' 59.10"" S","51° 13' 40.01"" W",Mobile-1
"31° 21' 24.67"" S","54° 07' 24.17"" W",Mobile-1
"27° 35' 01.00"" S","52° 04' 49.98"" W",Mobile-1
"30° 01' 29.19"" S","51° 12' 03.66"" W",Mobile-1
"31° 44' 51.30"" S","52° 22' 18.20"" W",Mobile-1
"30° 01' 44.30"" S","51° 13' 24.90"" W",Mobile-1
"30° 06' 12.40"" S","51° 39' 25.00"" W",Mobile-1
"31° 19' 44.90"" S","54° 06' 59.90"" W",Mobile-1
"29° 22' 56.39"" S","50° 52' 29.39"" W",Mobile-1
"28° 37' 52.00"" S","53° 35' 23.00"" W",Mobile-1
"30° 02' 13.20"" S","51° 13' 41.50"" W",Mobile-1
"29° 33' 26.10"" S","51° 53' 58.38"" W",Mobile-1
"29° 54' 27.00"" S","51° 45' 42.98"" W",Mobile-1
"28° 56' 13.90"" S","51° 33' 05.40"" W",Mobile-1
"29° 52' 43.00"" S","50° 47' 10.97"" W",Mobile-1
"29° 42' 00.40"" S","51° 06' 49.50"" W",Mobile-1
"29° 22' 36.80"" S","50° 52' 27.90"" W",Mobile-1
"28° 09' 19.98"" S","54° 33' 23.98"" W",Mobile-1
"29° 56' 18.42"" S","50° 55' 21.83"" W",Mobile-1
"33° 31' 44.40"" S","53° 21' 44.90"" W",Mobile-1
"28° 50' 34.80"" S","51° 53' 08.70"" W",Mobile-1
"30° 36' 19.98"" S","50° 30' 10.98"" W",Mobile-1
"28° 01' 48.00"" S","54° 21' 27.97"" W",Mobile-1
"29° 15' 32.98"" S","51° 31' 43.00"" W",Mobile-1
"29° 22' 23.07"" S","51° 08' 34.03"" W",Mobile-1
"29° 53' 58.42"" S","51° 10' 45.62"" W",Mobile-1
"29° 56' 25.84"" S","50° 59' 42.58"" W",Mobile-1
"29° 56' 39.52"" S","51° 00' 45.36"" W",Mobile-1
"31° 44' 45.10"" S","52° 23' 01.70"" W",Mobile-1
"29° 40' 02.16"" S","51° 07' 25.31"" W",Mobile-1
"30° 06' 27.97"" S","51° 18' 51.98"" W",Mobile-1
"29° 30' 35.75"" S","52° 37' 20.82"" W",Mobile-1
"28° 16' 00.50"" S","52° 25' 18.39"" W",Mobile-1
"31° 10' 45.00"" S","54° 03' 05.00"" W",Mobile-1
"32° 02' 19.97"" S","52° 05' 13.99"" W",Mobile-1
"29° 49' 01.60"" S","50° 03' 58.20"" W",Mobile-1
"27° 53' 17.99"" S","52° 13' 25.97"" W",Mobile-1
"28° 44' 42.97"" S","51° 05' 19.00"" W",Mobile-1
"31° 44' 50.60"" S","52° 20' 08.70"" W",Mobile-1
"29° 33' 07.99"" S","51° 25' 48.00"" W",Mobile-1
"29° 55' 04.11"" S","50° 05' 44.72"" W",Mobile-1
"29° 21' 32.00"" S","50° 49' 31.00"" W",Mobile-1
"30° 01' 49.62"" S","51° 13' 52.21"" W",Mobile-1
"29° 55' 18.37"" S","51° 08' 47.29"" W",Mobile-1
"28° 19' 49.70"" S","54° 16' 26.50"" W",Mobile-1
"29° 55' 44.98"" S","51° 09' 29.99"" W",Mobile-1
"29° 40' 16.54"" S","51° 06' 43.81"" W",Mobile-1
"29° 55' 06.31"" S","51° 11' 05.17"" W",Mobile-1
"29° 32' 08.59"" S","51° 15' 00.00"" W",Mobile-1
"28° 16' 48.70"" S","54° 14' 14.10"" W",Mobile-1
"33° 39' 49.97"" S","53° 15' 47.99"" W",Mobile-1
"28° 17' 15.30"" S","54° 13' 57.70"" W",Mobile-1
"27° 33' 50.98"" S","53° 58' 05.99"" W",Mobile-1
"28° 34' 43.00"" S","52° 35' 42.97"" W",Mobile-1
"27° 33' 47.59"" S","53° 58' 29.28"" W",Mobile-1
"31° 24' 18.97"" S","53° 50' 49.99"" W",Mobile-1
"32° 00' 36.00"" S","53° 24' 29.99"" W",Mobile-1
"27° 37' 30.00"" S","54° 18' 31.97"" W",Mobile-1
"27° 12' 36.00"" S","53° 15' 36.00"" W",Mobile-1
"29° 26' 24.90"" S","53° 06' 10.80"" W",Mobile-1
"29° 58' 04.98"" S","50° 07' 28.99"" W",Mobile-1
"28° 47' 56.98"" S","55° 14' 08.99"" W",Mobile-1
"28° 03' 27.97"" S","51° 51' 27.97"" W",Mobile-1
