Latitude,Longitude,Company
"30° 04' 53.26"" S","51° 02' 15.65"" W",Mobile-1
"31° 31' 10.99"" S","53° 30' 45.00"" W",Mobile-1
"29° 34' 32.99"" S","55° 06' 54.97"" W",Mobile-1
"29° 33' 00.00"" S","55° 07' 41.99"" W",Mobile-1
"29° 40' 25.73"" S","53° 49' 15.65"" W",Mobile-1
"31° 41' 01.97"" S","52° 20' 40.38"" W",Mobile-1
"28° 42' 32.98"" S","51° 55' 54.98"" W",Mobile-1
"29° 27' 29.10"" S","50° 34' 46.30"" W",Mobile-1
"30° 00' 03.30"" S","50° 08' 28.30"" W",Mobile-1
"30° 20' 16.98"" S","54° 19' 16.97"" W",Mobile-1
"30° 20' 22.10"" S","54° 19' 08.40"" W",Mobile-1
"29° 20' 47.98"" S","52° 56' 16.98"" W",Mobile-1
"30° 08' 50.40"" S","51° 08' 02.45"" W",Mobile-1
"29° 59' 38.90"" S","51° 05' 48.00"" W",Mobile-1
"29° 29' 03.40"" S","50° 52' 07.80"" W",Mobile-1
"29° 06' 24.98"" S","51° 11' 13.99"" W",Mobile-1
"30° 00' 28.00"" S","51° 09' 36.40"" W",Mobile-1
"29° 56' 08.66"" S","51° 04' 49.33"" W",Mobile-1
"30° 01' 25.97"" S","52° 54' 36.97"" W",Mobile-1
"29° 26' 40.99"" S","53° 01' 52.00"" W",Mobile-1
"31° 45' 40.40"" S","52° 19' 06.20"" W",Mobile-1
"28° 24' 25.88"" S","54° 57' 20.09"" W",Mobile-1
"30° 53' 46.00"" S","55° 31' 54.98"" W",Mobile-1
"30° 02' 22.20"" S","51° 13' 29.40"" W",Mobile-1
"27° 42' 28.98"" S","53° 57' 41.98"" W",Mobile-1
"30° 52' 50.99"" S","50° 42' 47.99"" W",Mobile-1
"29° 33' 41.98"" S","52° 27' 31.00"" W",Mobile-1
"30° 19' 51.89"" S","54° 18' 53.10"" W",Mobile-1
"28° 39' 40.50"" S","56° 00' 21.38"" W",Mobile-1
"28° 37' 26.69"" S","56° 01' 37.27"" W",Mobile-1
"29° 09' 09.07"" S","51° 11' 08.88"" W",Mobile-1
"28° 31' 19.60"" S","51° 42' 16.60"" W",Mobile-1
"29° 02' 16.98"" S","52° 17' 37.00"" W",Mobile-1
"27° 46' 01.10"" S","53° 04' 42.10"" W",Mobile-1
"29° 57' 23.98"" S","51° 43' 26.98"" W",Mobile-1
"30° 02' 34.22"" S","51° 11' 20.00"" W",Mobile-1
"31° 18' 25.99"" S","52° 09' 20.99"" W",Mobile-1
"29° 36' 22.79"" S","51° 27' 52.60"" W",Mobile-1
"29° 11' 01.97"" S","51° 11' 10.00"" W",Mobile-1
"30° 02' 49.50"" S","51° 12' 23.70"" W",Mobile-1
"29° 45' 51.08"" S","51° 08' 51.18"" W",Mobile-1
"29° 47' 24.90"" S","51° 07' 55.74"" W",Mobile-1
"28° 23' 54.60"" S","54° 58' 15.38"" W",Mobile-1
"30° 53' 31.99"" S","55° 32' 24.97"" W",Mobile-1
"31° 22' 01.99"" S","51° 58' 45.98"" W",Mobile-1
"30° 54' 08.17"" S","55° 30' 32.98"" W",Mobile-1
"29° 18' 49.97"" S","51° 27' 00.00"" W",Mobile-1
"30° 05' 33.76"" S","51° 03' 49.00"" W",Mobile-1
"29° 41' 52.98"" S","53° 47' 49.99"" W",Mobile-1
"29° 41' 04.99"" S","53° 48' 29.99"" W",Mobile-1
"28° 58' 18.98"" S","51° 03' 51.98"" W",Mobile-1
"29° 43' 39.00"" S","53° 22' 13.98"" W",Mobile-1
"28° 31' 02.17"" S","55° 14' 03.19"" W",Mobile-1
"29° 45' 52.40"" S","57° 05' 00.80"" W",Mobile-1
"29° 08' 51.00"" S","51° 13' 05.99"" W",Mobile-1
"30° 20' 25.98"" S","54° 04' 49.98"" W",Mobile-1
"29° 31' 48.70"" S","53° 51' 23.90"" W",Mobile-1
"30° 06' 12.00"" S","51° 14' 46.40"" W",Mobile-1
"28° 10' 58.98"" S","55° 15' 50.98"" W",Mobile-1
"27° 56' 56.30"" S","51° 48' 41.20"" W",Mobile-1
"29° 41' 05.10"" S","51° 08' 00.28"" W",Mobile-1
"29° 41' 05.10"" S","51° 08' 00.28"" W",Mobile-1
"29° 10' 16.40"" S","51° 11' 28.10"" W",Mobile-1
"29° 31' 10.50"" S","51° 56' 12.20"" W",Mobile-1
"30° 02' 51.00"" S","51° 18' 50.98"" W",Mobile-1
"30° 06' 23.22"" S","51° 15' 00.94"" W",Mobile-1
"27° 37' 50.90"" S","53° 57' 19.30"" W",Mobile-1
"29° 25' 18.98"" S","53° 01' 43.39"" W",Mobile-1
"29° 53' 04.76"" S","51° 10' 35.98"" W",Mobile-1
"29° 57' 19.70"" S","50° 06' 59.10"" W",Mobile-1
"29° 49' 07.97"" S","50° 31' 16.97"" W",Mobile-1
"29° 54' 13.03"" S","51° 12' 35.86"" W",Mobile-1
"27° 45' 31.97"" S","51° 35' 01.97"" W",Mobile-1
"28° 07' 27.70"" S","54° 52' 20.30"" W",Mobile-1
"29° 49' 43.14"" S","51° 09' 15.01"" W",Mobile-1
"29° 38' 25.19"" S","54° 11' 20.98"" W",Mobile-1
"30° 00' 42.30"" S","51° 10' 09.70"" W",Mobile-1
"29° 38' 16.19"" S","51° 00' 18.40"" W",Mobile-1
"29° 38' 29.98"" S","51° 00' 43.99"" W",Mobile-1
"28° 23' 26.99"" S","52° 41' 19.00"" W",Mobile-1
"28° 02' 06.00"" S","54° 56' 19.00"" W",Mobile-1
"29° 38' 23.57"" S","53° 46' 03.47"" W",Mobile-1
"29° 42' 01.48"" S","51° 29' 11.19"" W",Mobile-1
"29° 37' 04.00"" S","54° 10' 38.00"" W",Mobile-1
"29° 50' 41.96"" S","51° 06' 29.45"" W",Mobile-1
"29° 48' 06.90"" S","55° 44' 53.70"" W",Mobile-1
"29° 10' 04.98"" S","51° 10' 57.97"" W",Mobile-1
"29° 29' 47.98"" S","50° 59' 20.98"" W",Mobile-1
"29° 35' 36.10"" S","50° 48' 13.20"" W",Mobile-1
"27° 59' 11.98"" S","52° 54' 04.00"" W",Mobile-1
"29° 20' 40.99"" S","50° 47' 39.98"" W",Mobile-1
"27° 51' 59.75"" S","54° 28' 44.10"" W",Mobile-1
"29° 32' 04.99"" S","56° 44' 17.99"" W",Mobile-1
"29° 13' 05.00"" S","51° 20' 32.00"" W",Mobile-1
"32° 01' 39.20"" S","53° 23' 21.90"" W",Mobile-1
"30° 04' 10.60"" S","51° 12' 46.90"" W",Mobile-1
"30° 02' 25.70"" S","51° 06' 15.50"" W",Mobile-1
"30° 27' 09.47"" S","51° 36' 11.09"" W",Mobile-1
"29° 59' 09.10"" S","51° 07' 06.00"" W",Mobile-1
"29° 17' 35.45"" S","51° 34' 56.17"" W",Mobile-1
"28° 01' 53.90"" S","54° 31' 59.90"" W",Mobile-1
"30° 02' 34.59"" S","51° 18' 24.72"" W",Mobile-1
"32° 01' 00.60"" S","52° 02' 25.30"" W",Mobile-1
"30° 29' 10.28"" S","51° 30' 14.18"" W",Mobile-1
"30° 00' 03.60"" S","51° 09' 35.40"" W",Mobile-1
"27° 49' 16.80"" S","54° 40' 02.60"" W",Mobile-1
"30° 01' 57.97"" S","51° 03' 20.99"" W",Mobile-1
"30° 05' 58.20"" S","51° 10' 53.10"" W",Mobile-1
"29° 58' 11.57"" S","51° 43' 14.48"" W",Mobile-1
"29° 10' 40.98"" S","54° 52' 46.99"" W",Mobile-1
"29° 11' 20.98"" S","54° 52' 05.99"" W",Mobile-1
"29° 54' 08.10"" S","50° 05' 29.29"" W",Mobile-1
"28° 07' 11.21"" S","54° 27' 52.83"" W",Mobile-1
"30° 03' 24.60"" S","51° 10' 47.10"" W",Mobile-1
"27° 59' 19.00"" S","52° 15' 29.99"" W",Mobile-1
"31° 43' 11.60"" S","52° 20' 33.30"" W",Mobile-1
"29° 53' 52.00"" S","50° 16' 01.60"" W",Mobile-1
"29° 31' 52.00"" S","52° 31' 26.00"" W",Mobile-1
"27° 51' 13.97"" S","53° 46' 31.98"" W",Mobile-1
"32° 06' 56.99"" S","52° 07' 21.00"" W",Mobile-1
"30° 38' 31.00"" S","54° 22' 33.00"" W",Mobile-1
"27° 57' 11.99"" S","51° 47' 29.98"" W",Mobile-1
"30° 08' 52.98"" S","50° 14' 52.98"" W",Mobile-1
"27° 33' 13.00"" S","52° 31' 23.99"" W",Mobile-1
"29° 41' 42.00"" S","54° 40' 43.97"" W",Mobile-1
"29° 26' 01.00"" S","51° 30' 40.00"" W",Mobile-1
"29° 21' 45.00"" S","51° 23' 19.97"" W",Mobile-1
"27° 33' 05.98"" S","52° 31' 37.99"" W",Mobile-1
"29° 39' 04.00"" S","53° 34' 48.00"" W",Mobile-1
"27° 47' 20.10"" S","53° 56' 10.00"" W",Mobile-1
"33° 31' 21.00"" S","53° 22' 22.98"" W",Mobile-1
"33° 32' 28.00"" S","53° 22' 11.89"" W",Mobile-1
"29° 10' 02.10"" S","51° 12' 12.78"" W",Mobile-1
"28° 32' 28.00"" S","54° 32' 42.00"" W",Mobile-1
"27° 55' 36.50"" S","51° 32' 19.10"" W",Mobile-1
"28° 14' 31.50"" S","52° 22' 55.10"" W",Mobile-1
"30° 03' 28.60"" S","51° 10' 20.80"" W",Mobile-1
"30° 08' 49.50"" S","51° 12' 13.20"" W",Mobile-1
"29° 38' 51.00"" S","51° 08' 15.50"" W",Mobile-1
"30° 01' 37.30"" S","51° 11' 11.40"" W",Mobile-1
"29° 51' 24.00"" S","51° 16' 26.00"" W",Mobile-1
"31° 46' 32.40"" S","52° 20' 39.70"" W",Mobile-1
"29° 10' 06.20"" S","51° 09' 14.90"" W",Mobile-1
"29° 09' 41.80"" S","51° 10' 15.90"" W",Mobile-1
"29° 41' 05.00"" S","53° 48' 30.01"" W",Mobile-1
"29° 41' 55.28"" S","51° 40' 24.38"" W",Mobile-1
"29° 34' 50.99"" S","50° 03' 55.98"" W",Mobile-1
"32° 32' 28.00"" S","52° 32' 44.30"" W",Mobile-1
"28° 37' 57.97"" S","52° 51' 49.97"" W",Mobile-1
"30° 03' 18.60"" S","51° 00' 32.50"" W",Mobile-1
"29° 30' 24.98"" S","50° 05' 19.97"" W",Mobile-1
"31° 17' 15.80"" S","51° 05' 21.00"" W",Mobile-1
"30° 02' 31.30"" S","51° 09' 26.30"" W",Mobile-1
"30° 52' 12.70"" S","55° 29' 11.20"" W",Mobile-1
"29° 43' 32.74"" S","51° 15' 44.20"" W",Mobile-1
"27° 52' 11.90"" S","54° 29' 37.20"" W",Mobile-1
"29° 27' 09.00"" S","49° 54' 36.00"" W",Mobile-1
"31° 11' 11.20"" S","54° 19' 11.70"" W",Mobile-1
"29° 49' 54.98"" S","51° 01' 31.98"" W",Mobile-1
"29° 58' 37.59"" S","52° 21' 59.76"" W",Mobile-1
"27° 31' 05.99"" S","52° 53' 47.98"" W",Mobile-1
"27° 39' 36.97"" S","54° 26' 29.98"" W",Mobile-1
"29° 20' 10.50"" S","49° 43' 44.47"" W",Mobile-1
"30° 59' 28.00"" S","54° 34' 39.97"" W",Mobile-1
"27° 27' 22.97"" S","53° 55' 31.98"" W",Mobile-1
"29° 08' 54.30"" S","51° 44' 13.30"" W",Mobile-1
"29° 20' 41.78"" S","49° 43' 41.88"" W",Mobile-1
"29° 56' 14.60"" S","51° 43' 14.70"" W",Mobile-1
"30° 06' 24.40"" S","51° 13' 58.70"" W",Mobile-1
"29° 15' 54.50"" S","51° 31' 04.70"" W",Mobile-1
"30° 01' 14.11"" S","51° 10' 25.44"" W",Mobile-1
"31° 46' 18.50"" S","52° 20' 18.50"" W",Mobile-1
"29° 15' 31.30"" S","51° 30' 22.90"" W",Mobile-1
"29° 05' 21.98"" S","53° 39' 14.98"" W",Mobile-1
"27° 23' 53.99"" S","54° 05' 06.97"" W",Mobile-1
"28° 03' 47.00"" S","52° 00' 05.00"" W",Mobile-1
"28° 04' 43.97"" S","52° 01' 48.00"" W",Mobile-1
"29° 59' 17.70"" S","51° 07' 58.30"" W",Mobile-1
"27° 46' 48.00"" S","54° 14' 04.99"" W",Mobile-1
"27° 46' 19.00"" S","54° 14' 08.00"" W",Mobile-1
"30° 00' 55.40"" S","51° 10' 54.60"" W",Mobile-1
"31° 04' 50.99"" S","53° 40' 04.98"" W",Mobile-1
"27° 48' 23.00"" S","52° 15' 14.80"" W",Mobile-1
"30° 06' 49.50"" S","51° 04' 25.40"" W",Mobile-1
"29° 28' 46.99"" S","51° 24' 45.97"" W",Mobile-1
"29° 04' 54.98"" S","53° 50' 10.97"" W",Mobile-1
"29° 51' 31.20"" S","51° 09' 25.40"" W",Mobile-1
"27° 36' 53.68"" S","52° 50' 40.38"" W",Mobile-1
"29° 49' 59.98"" S","51° 09' 34.94"" W",Mobile-1
"29° 13' 39.10"" S","56° 21' 23.70"" W",Mobile-1
"30° 40' 18.98"" S","51° 23' 46.97"" W",Mobile-1
"29° 38' 20.80"" S","50° 46' 45.40"" W",Mobile-1
"31° 01' 16.50"" S","54° 11' 12.00"" W",Mobile-1
"31° 06' 33.56"" S","53° 45' 59.63"" W",Mobile-1
"29° 59' 34.98"" S","50° 08' 21.98"" W",Mobile-1
"29° 59' 33.00"" S","50° 07' 56.00"" W",Mobile-1
"30° 01' 59.00"" S","51° 13' 52.40"" W",Mobile-1
"29° 55' 52.97"" S","51° 42' 26.39"" W",Mobile-1
"29° 59' 04.99"" S","50° 08' 11.98"" W",Mobile-1
"30° 02' 20.30"" S","51° 11' 51.80"" W",Mobile-1
"30° 07' 36.60"" S","51° 12' 21.50"" W",Mobile-1
"29° 18' 07.00"" S","52° 02' 53.00"" W",Mobile-1
"29° 11' 44.45"" S","51° 10' 44.42"" W",Mobile-1
"29° 30' 53.70"" S","50° 46' 47.29"" W",Mobile-1
"30° 01' 40.60"" S","50° 08' 59.40"" W",Mobile-1
"29° 27' 14.10"" S","51° 48' 10.40"" W",Mobile-1
"27° 22' 21.00"" S","53° 45' 13.00"" W",Mobile-1
"29° 39' 26.40"" S","50° 46' 19.60"" W",Mobile-1
"27° 45' 22.00"" S","54° 28' 57.00"" W",Mobile-1
"29° 47' 42.00"" S","51° 51' 55.98"" W",Mobile-1
"31° 25' 04.98"" S","52° 10' 35.98"" W",Mobile-1
"30° 11' 46.00"" S","50° 21' 23.98"" W",Mobile-1
"28° 57' 19.98"" S","51° 10' 30.97"" W",Mobile-1
"27° 38' 39.90"" S","52° 17' 46.00"" W",Mobile-1
"29° 59' 02.98"" S","50° 07' 41.99"" W",Mobile-1
"30° 01' 51.95"" S","52° 54' 26.69"" W",Mobile-1
"31° 46' 25.07"" S","52° 20' 30.59"" W",Mobile-1
"30° 53' 23.60"" S","55° 31' 56.60"" W",Mobile-1
"31° 47' 54.20"" S","52° 24' 26.70"" W",Mobile-1
"29° 45' 31.00"" S","57° 04' 12.97"" W",Mobile-1
"29° 45' 01.98"" S","57° 05' 17.99"" W",Mobile-1
"30° 06' 27.36"" S","51° 13' 12.72"" W",Mobile-1
"30° 00' 23.80"" S","51° 11' 13.40"" W",Mobile-1
"29° 52' 53.15"" S","51° 09' 28.73"" W",Mobile-1
"30° 00' 01.08"" S","51° 01' 59.09"" W",Mobile-1
"29° 42' 05.50"" S","52° 26' 06.90"" W",Mobile-1
"29° 03' 04.00"" S","55° 08' 39.98"" W",Mobile-1
"30° 02' 13.40"" S","51° 11' 48.70"" W",Mobile-1
"29° 47' 19.00"" S","51° 09' 17.82"" W",Mobile-1
"29° 08' 40.00"" S","51° 31' 09.00"" W",Mobile-1
"28° 14' 32.89"" S","52° 22' 52.50"" W",Mobile-1
"30° 02' 37.00"" S","51° 13' 32.30"" W",Mobile-1
"30° 52' 57.60"" S","55° 30' 46.00"" W",Mobile-1
"27° 21' 30.80"" S","53° 24' 13.60"" W",Mobile-1
"27° 49' 12.68"" S","51° 49' 33.78"" W",Mobile-1
"29° 45' 27.69"" S","57° 05' 13.43"" W",Mobile-1
"28° 44' 18.90"" S","52° 00' 14.40"" W",Mobile-1
"28° 30' 13.97"" S","50° 56' 08.99"" W",Mobile-1
"28° 31' 19.88"" S","50° 55' 24.60"" W",Mobile-1
"29° 25' 48.97"" S","50° 51' 11.99"" W",Mobile-1
"29° 36' 33.98"" S","52° 11' 34.98"" W",Mobile-1
"29° 27' 50.58"" S","53° 41' 21.30"" W",Mobile-1
"29° 37' 18.98"" S","52° 11' 25.98"" W",Mobile-1
"30° 04' 51.13"" S","51° 01' 32.05"" W",Mobile-1
"30° 05' 19.82"" S","51° 05' 13.20"" W",Mobile-1
"30° 06' 50.30"" S","51° 15' 18.50"" W",Mobile-1
"28° 55' 52.30"" S","51° 32' 32.20"" W",Mobile-1
"30° 01' 39.10"" S","51° 11' 40.10"" W",Mobile-1
"29° 42' 32.72"" S","51° 11' 15.50"" W",Mobile-1
"30° 08' 34.95"" S","51° 10' 15.28"" W",Mobile-1
"29° 56' 04.27"" S","51° 02' 45.17"" W",Mobile-1
"30° 00' 28.56"" S","51° 05' 00.13"" W",Mobile-1
"29° 13' 13.98"" S","50° 26' 47.98"" W",Mobile-1
"29° 46' 20.06"" S","51° 09' 56.00"" W",Mobile-1
"29° 41' 00.19"" S","51° 02' 21.02"" W",Mobile-1
"29° 57' 14.01"" S","51° 35' 53.30"" W",Mobile-1
"27° 38' 51.97"" S","54° 35' 37.97"" W",Mobile-1
"30° 00' 51.10"" S","51° 15' 33.90"" W",Mobile-1
"29° 56' 29.44"" S","51° 05' 54.13"" W",Mobile-1
"29° 42' 18.97"" S","52° 30' 36.97"" W",Mobile-1
"29° 01' 26.50"" S","51° 10' 42.00"" W",Mobile-1
"30° 01' 55.47"" S","51° 11' 53.43"" W",Mobile-1
"27° 34' 30.00"" S","52° 01' 19.99"" W",Mobile-1
"30° 38' 56.40"" S","51° 10' 39.62"" W",Mobile-1
"28° 15' 22.39"" S","52° 24' 46.30"" W",Mobile-1
"29° 52' 16.00"" S","56° 50' 46.97"" W",Mobile-1
"28° 56' 47.98"" S","51° 33' 09.00"" W",Mobile-1
"30° 01' 47.79"" S","51° 13' 38.17"" W",Mobile-1
"29° 42' 54.97"" S","52° 30' 00.00"" W",Mobile-1
"30° 01' 47.31"" S","51° 12' 04.23"" W",Mobile-1
"28° 51' 11.09"" S","51° 33' 17.28"" W",Mobile-1
"30° 02' 58.10"" S","52° 53' 05.90"" W",Mobile-1
"27° 16' 53.70"" S","53° 42' 11.30"" W",Mobile-1
"28° 12' 35.50"" S","51° 32' 16.40"" W",Mobile-1
"29° 41' 14.20"" S","51° 03' 40.40"" W",Mobile-1
"30° 03' 02.00"" S","51° 13' 44.00"" W",Mobile-1
"27° 23' 28.97"" S","53° 28' 31.98"" W",Mobile-1
"29° 57' 32.87"" S","51° 06' 06.23"" W",Mobile-1
"29° 37' 46.99"" S","51° 18' 15.98"" W",Mobile-1
"27° 10' 28.99"" S","53° 23' 53.99"" W",Mobile-1
"29° 11' 24.00"" S","51° 35' 02.98"" W",Mobile-1
"30° 51' 15.98"" S","51° 48' 45.47"" W",Mobile-1
"29° 47' 24.10"" S","55° 47' 58.70"" W",Mobile-1
"31° 27' 22.00"" S","53° 39' 59.98"" W",Mobile-1
"28° 48' 26.00"" S","51° 47' 21.60"" W",Mobile-1
"29° 25' 30.70"" S","50° 51' 45.40"" W",Mobile-1
"28° 29' 04.70"" S","50° 56' 29.93"" W",Mobile-1
"30° 05' 08.01"" S","51° 14' 47.00"" W",Mobile-1
"30° 07' 44.04"" S","51° 20' 10.14"" W",Mobile-1
"30° 01' 45.00"" S","51° 10' 54.00"" W",Mobile-1
"30° 58' 22.98"" S","54° 39' 49.00"" W",Mobile-1
"30° 15' 05.50"" S","54° 56' 16.10"" W",Mobile-1
"28° 13' 36.77"" S","52° 30' 48.49"" W",Mobile-1
"29° 25' 24.50"" S","51° 16' 25.00"" W",Mobile-1
"28° 17' 16.00"" S","52° 21' 40.00"" W",Mobile-1
"29° 59' 40.90"" S","51° 03' 51.00"" W",Mobile-1
"29° 14' 09.30"" S","53° 40' 02.40"" W",Mobile-1
"28° 03' 12.38"" S","54° 21' 39.49"" W",Mobile-1
"29° 55' 00.58"" S","50° 54' 02.96"" W",Mobile-1
"28° 32' 31.99"" S","52° 09' 09.00"" W",Mobile-1
"30° 01' 31.07"" S","51° 09' 44.87"" W",Mobile-1
"28° 54' 04.00"" S","51° 33' 10.98"" W",Mobile-1
"29° 21' 51.10"" S","51° 55' 28.60"" W",Mobile-1
"30° 20' 16.98"" S","53° 53' 24.97"" W",Mobile-1
"29° 13' 58.80"" S","51° 20' 24.40"" W",Mobile-1
"28° 15' 45.90"" S","52° 24' 44.17"" W",Mobile-1
"30° 03' 29.07"" S","51° 09' 30.28"" W",Mobile-1
"29° 49' 46.99"" S","50° 36' 01.98"" W",Mobile-1
"31° 38' 44.20"" S","52° 20' 05.70"" W",Mobile-1
"29° 10' 26.40"" S","51° 26' 47.80"" W",Mobile-1
"30° 15' 55.00"" S","51° 23' 51.70"" W",Mobile-1
"29° 24' 36.00"" S","50° 53' 06.00"" W",Mobile-1
"29° 41' 26.99"" S","53° 51' 27.00"" W",Mobile-1
"28° 14' 54.00"" S","52° 22' 54.80"" W",Mobile-1
"30° 02' 40.05"" S","51° 12' 16.88"" W",Mobile-1
"29° 40' 54.05"" S","51° 08' 11.87"" W",Mobile-1
"30° 50' 48.59"" S","51° 47' 39.48"" W",Mobile-1
"29° 36' 29.09"" S","52° 40' 59.77"" W",Mobile-1
"29° 04' 10.99"" S","50° 58' 39.00"" W",Mobile-1
"30° 04' 48.02"" S","51° 13' 13.08"" W",Mobile-1
"29° 43' 48.86"" S","51° 09' 14.08"" W",Mobile-1
"30° 04' 15.28"" S","51° 06' 18.83"" W",Mobile-1
"29° 18' 36.00"" S","49° 46' 16.97"" W",Mobile-1
"32° 09' 58.21"" S","52° 10' 08.61"" W",Mobile-1
"29° 38' 33.00"" S","52° 39' 15.98"" W",Mobile-1
"29° 03' 09.00"" S","51° 50' 55.00"" W",Mobile-1
"30° 14' 49.20"" S","51° 08' 28.00"" W",Mobile-1
"29° 21' 36.00"" S","50° 50' 53.99"" W",Mobile-1
"28° 33' 45.00"" S","52° 44' 15.97"" W",Mobile-1
"30° 16' 49.00"" S","51° 01' 10.60"" W",Mobile-1
"29° 03' 11.60"" S","51° 46' 18.30"" W",Mobile-1
"30° 07' 06.80"" S","51° 01' 50.70"" W",Mobile-1
"30° 01' 30.70"" S","51° 09' 43.20"" W",Mobile-1
"27° 53' 31.90"" S","53° 18' 17.80"" W",Mobile-1
"29° 55' 33.74"" S","51° 04' 41.11"" W",Mobile-1
"30° 20' 28.30"" S","54° 19' 56.60"" W",Mobile-1
"27° 53' 38.40"" S","53° 17' 47.60"" W",Mobile-1
"29° 57' 18.80"" S","51° 06' 25.10"" W",Mobile-1
"27° 54' 38.11"" S","53° 18' 40.02"" W",Mobile-1
"32° 19' 09.98"" S","53° 09' 51.98"" W",Mobile-1
"30° 42' 41.98"" S","53° 13' 28.99"" W",Mobile-1
"29° 50' 46.85"" S","51° 08' 27.82"" W",Mobile-1
"29° 33' 01.05"" S","49° 53' 23.57"" W",Mobile-1
"32° 10' 38.60"" S","52° 09' 06.20"" W",Mobile-1
"29° 45' 31.00"" S","50° 01' 06.85"" W",Mobile-1
"27° 23' 21.86"" S","52° 34' 21.86"" W",Mobile-1
"28° 28' 39.02"" S","52° 48' 19.20"" W",Mobile-1
"30° 11' 05.90"" S","51° 08' 19.00"" W",Mobile-1
"30° 01' 24.98"" S","51° 11' 02.21"" W",Mobile-1
"27° 50' 39.59"" S","54° 28' 48.60"" W",Mobile-1
"29° 23' 12.97"" S","50° 52' 24.06"" W",Mobile-1
"28° 18' 16.40"" S","52° 46' 54.30"" W",Mobile-1
"29° 20' 53.59"" S","49° 44' 19.71"" W",Mobile-1
"30° 02' 52.26"" S","50° 09' 23.43"" W",Mobile-1
"29° 46' 04.68"" S","50° 02' 15.45"" W",Mobile-1
"30° 03' 06.01"" S","51° 09' 31.00"" W",Mobile-1
"30° 13' 42.80"" S","51° 03' 20.60"" W",Mobile-1
"29° 47' 21.98"" S","50° 02' 01.00"" W",Mobile-1
"29° 48' 25.00"" S","50° 02' 23.00"" W",Mobile-1
"29° 38' 25.00"" S","54° 23' 03.00"" W",Mobile-1
"29° 47' 55.39"" S","50° 02' 22.60"" W",Mobile-1
"29° 49' 30.00"" S","50° 03' 06.00"" W",Mobile-1
"30° 06' 24.30"" S","51° 06' 27.20"" W",Mobile-1
"30° 06' 47.00"" S","51° 14' 39.08"" W",Mobile-1
"29° 42' 56.05"" S","51° 29' 15.32"" W",Mobile-1